Fecha_Atencion,Adulto_NNA_NNAnA,Sexo,Fecha_Nacimiento,Edad,Pais_Origen,Departamento_Estado,Estado_Civil,Tipo_Poblacion,Hijos,Leer_Escribir,Grado_Estudio,Idiomas_Domina,Fecha_Salida_Pais_Origen,Viajo_Con_Alguien,Abuso_Derechos_Humanos_Antes_Mexico,Abuso_Derechos_Humanos_Al_Llegar_Mexico,Pago_Guia_Viajar,Fecha_Ingreso_Mexico,Ingreso_Mexico_Por,Destino_Final,Red_Apoyo_Mexico,Intento_Ingreso_EUA,Red_Apoyo_EUA,Estuvo_Estacion_Migratoria,Puso_Denuncia_Formal,Puede_Regresar_Pais,Tiene_Enfermedad,Padece_Alergia,Estuvo_Otro_Albergue_Mexico,Albergue_Casa_Monarca,Servicios_Brindados,Hospedado_Actualmente
2023-09-02,Adulto,Hombre,1981-11-11,20,Bahamas,Estado4,Viuda/Viudo,MPP,Si,No,Bachillerato Técnico,Español,2017-07-11,Si,No,No,Si,2020-10-29,Chetumal,México,No,Si,No,No,Si,No,No,No,No,Si,Orientación legal,No
2022-04-05,Niña no acompañada,Hombre,1992-07-09,12,Alemania,Estado4,Soltero/Soltera,MPP,Si,No,Secundaria,Portuges,2016-04-23,No,No,Si,No,2020-08-05,Tapachula,México,No,No,No,Si,No,No,Si,Si,No,No,Acceso a higiene (Regadera),No
2021-11-28,Niña acompañada,Hombre,1969-11-09,15,Islas Salomón,Estado4,Union Libre,Tránsito,No,Si,Primaria,Español,2015-11-10,Si,Si,No,Si,2017-06-07,Tabasco,Regresar a mi país de origen,No,No,Si,No,Si,No,Si,Si,Si,No,Orientación legal,No
2022-12-18,Niño no acompañado,Mujer,1973-09-07,18,Hungría,Estado2,Soltero/Soltera,MPP,No,Si,Preescolar,Criollo Haitiano,2023-09-16,Si,No,No,No,2023-10-19,Tapachula,Regresar a mi país de origen,No,No,No,No,Si,No,No,Si,No,Si,Alimento,No
2021-09-06,Niña acompañada,Mujer,2007-07-24,15,Eslovenia,Estado3,Casado/Casada,Refugiados,Si,No,Bachillerato Técnico,Frances,2022-03-24,No,Si,No,Si,2016-10-22,Matamoros,Estados Unidos,No,Si,No,No,No,Si,No,No,No,Si,Orientación en la búsqueda de vivienda,No
2020-02-03,Niña acompañada,Mujer,1997-12-21,18,Emiratos Árabes Unidos,Estado5,Viuda/Viudo,Tránsito,Si,No,Licenciatura,Criollo Haitiano,2021-03-29,No,Si,Si,Si,2023-01-08,Palenque,México,Si,Si,Si,Si,Si,Si,No,No,No,No,Orientación en búsqueda de empleo,No
2021-07-13,Niño no acompañado,Mujer,1998-01-29,48,Andorra,Estado3,Soltero/Soltera,Refugiados,Si,No,Preescolar,Frances,2018-09-29,Si,No,No,Si,2019-02-06,Veracruz,Estados Unidos,Si,No,Si,No,No,Si,Si,Si,Si,Si,Acceso a higiene (Regadera),No
2022-11-30,Niño acompañado,Hombre,1982-12-10,40,Bosnia y Herzegovina,Estado1,Divorciada / Divorciado,MPP,No,Si,Primaria,Español,2015-12-26,No,Si,No,Si,2023-05-06,Matamoros,Regresar a mi país de origen,No,No,No,No,No,Si,Si,Si,Si,Si,Orientación en la búsqueda de vivienda,No
2020-07-06,Niña no acompañada,Hombre,1969-04-16,41,Camerún,Estado4,Union Libre,Tránsito,Si,Si,Primaria,Portuges,2016-10-25,No,No,Si,No,2019-03-01,Tabasco,Regresar a mi país de origen,No,Si,Si,Si,No,Si,Si,Si,Si,No,Atención psicosocial,No
2021-12-19,Adulto,Hombre,1970-08-08,50,Burundi,Estado3,Union Libre,MPP,Si,Si,Licenciatura,Portuges,2019-09-18,Si,Si,Si,No,2019-10-11,Tapachula,Regresar a mi país de origen,Si,Si,Si,No,No,No,Si,No,No,No,Ropa y calzado,No
2023-03-22,Adolescente acompañado,Hombre,1970-08-05,59,Indonesia,Estado5,Separado/Separada,Tránsito,Si,Si,Secundaria,Inglés,2019-01-26,No,No,No,Si,2018-06-04,Matamoros,Regresar a mi país de origen,No,No,Si,Si,Si,Si,No,Si,Si,Si,Orientación en la búsqueda de vivienda,No
2020-02-23,Adulto,Mujer,1969-03-12,21,Belice,Estado1,Divorciada / Divorciado,MPP,No,No,Licenciatura,Portuges,2017-12-09,Si,Si,No,Si,2023-08-29,Palenque,Estados Unidos,No,Si,No,No,No,No,No,Si,Si,No,Agua y alimento,No
2023-01-10,Adolescente acompañado,Mujer,2006-12-02,17,Bután,Estado2,Separado/Separada,Refugiados,Si,No,Preparatoria,Garífona,2021-04-13,Si,No,No,Si,2022-11-17,Chetumal,México,No,Si,No,Si,No,Si,No,Si,Si,No,Orientación en la búsqueda de vivienda,No
2020-09-24,Adulto,Hombre,1965-09-03,17,Estados Unidos,Estado2,Soltero/Soltera,Refugiados,No,No,Preescolar,Español,2022-07-20,Si,No,Si,No,2017-05-30,Matamoros,Estados Unidos,No,No,Si,Si,Si,Si,No,Si,No,No,Agua y alimento,No
2022-01-30,Niño no acompañado,Hombre,1989-11-18,59,Estados Unidos,Estado5,Casado/Casada,MPP,No,No,Secundaria,Inglés,2019-04-19,Si,No,Si,Si,2023-11-19,Chetumal,México,No,Si,No,Si,No,Si,No,No,Si,No,Ropa y calzado,No
2022-03-31,Niña no acompañada,Mujer,1993-12-13,37,Belice,Estado1,Divorciada / Divorciado,Tránsito,Si,Si,Bachillerato Técnico,Portuges,2017-08-25,No,No,No,No,2021-11-21,Tabasco,Regresar a mi país de origen,Si,Si,Si,No,No,Si,Si,Si,Si,No,Orientación en el acceso a la educación,No
2021-04-30,Adolescente acompañado,Hombre,1971-04-04,29,Cuba,Estado4,Divorciada / Divorciado,Retornados,No,No,Sin escolarizar,Español,2019-10-31,Si,Si,Si,No,2020-01-04,Chetumal,México,Si,Si,No,No,No,No,Si,No,No,Si,Orientación a servicios prisológicos,Si
2021-06-07,Adolescente no acompañado,Mujer,1976-12-08,56,Filipinas,Estado3,Divorciada / Divorciado,Refugiados,Si,No,Preparatoria,Criollo Haitiano,2018-06-04,Si,Si,No,No,2021-12-08,Tapachula,Regresar a mi país de origen,No,No,Si,Si,No,Si,No,No,Si,Si,Agua y alimento,No
2020-05-26,Niño acompañado,Hombre,1961-12-12,16,Irak,Estado1,Separado/Separada,Refugiados,No,Si,Secundaria,Portuges,2016-01-04,Si,No,No,No,2019-10-08,Chiapas,Estados Unidos,Si,Si,No,No,Si,No,No,Si,No,No,Orientación en la búsqueda de vivienda,No
2020-04-21,Adulto,Hombre,2000-04-10,20,Birmania (Myanmar),Estado2,Soltero/Soltera,Retornados,No,Si,Sin escolarizar,Frances,2015-09-28,Si,Si,Si,Si,2016-05-30,Chiapas,México,No,No,Si,No,Si,No,No,No,No,No,Orientación legal,No
2021-04-01,Adulto,Hombre,1997-12-19,29,Bosnia y Herzegovina,Estado5,Divorciada / Divorciado,MPP,Si,No,Sin escolarizar,Español,2018-04-23,No,No,No,Si,2016-12-12,Reynosa,Estados Unidos,No,Si,No,Si,No,Si,No,Si,Si,No,Ropa y calzado,No
2020-06-16,Adolescente acompañado,Hombre,1996-06-06,25,Guinea-Bisáu,Estado5,Divorciada / Divorciado,Tránsito,Si,Si,Preescolar,Inglés,2019-03-26,No,No,Si,No,2019-03-08,Tapachula,Regresar a mi país de origen,No,Si,No,Si,Si,No,No,Si,Si,Si,Kit de higiene,No
2021-02-16,Niño acompañado,Hombre,1996-12-25,13,Burundi,Estado3,Union Libre,MPP,Si,No,Primaria,Criollo Haitiano,2015-10-09,No,Si,Si,Si,2023-08-08,Tabasco,Estados Unidos,No,No,Si,Si,Si,No,No,Si,Si,Si,Orientación para acceder a servicios de salud,No
2022-10-16,Niño acompañado,Hombre,1978-10-22,15,Eslovenia,Estado5,Casado/Casada,Desplazados Internos,No,Si,Bachillerato Técnico,Garífona,2016-03-01,Si,Si,No,Si,2016-07-21,Tenosoique,Regresar a mi país de origen,No,No,No,Si,Si,Si,No,Si,No,Si,Orientación a servicios prisológicos,Si
2020-04-20,Niño no acompañado,Hombre,2000-07-19,31,Bután,Estado5,Union Libre,Refugiados,No,Si,Licenciatura,Criollo Haitiano,2015-09-21,No,No,Si,Si,2015-09-25,Chiapas,Regresar a mi país de origen,No,No,No,No,Si,No,No,Si,Si,Si,Orientación legal,No
2021-08-22,Adolescente no acompañado,Mujer,1964-10-30,35,Lesoto,Estado1,Union Libre,Desplazados Internos,Si,No,Preescolar,Portuges,2016-01-03,No,Si,No,No,2021-11-22,Tabasco,Regresar a mi país de origen,No,No,No,No,No,Si,Si,No,Si,No,Agua y alimento,Si
2021-06-05,Niño no acompañado,Mujer,2004-01-17,12,Finlandia,Estado4,Casado/Casada,Refugiados,Si,Si,Preparatoria,Frances,2021-08-02,Si,No,Si,Si,2022-11-24,Chetumal,Estados Unidos,No,Si,No,No,Si,Si,No,No,Si,No,Orientación a servicios prisológicos,No
2022-04-14,Niño no acompañado,Mujer,1994-11-14,50,Belice,Estado3,Soltero/Soltera,Refugiados,No,No,Sin escolarizar,Criollo Haitiano,2021-03-23,No,Si,No,Si,2022-12-02,Matamoros,Estados Unidos,No,No,No,No,No,No,No,Si,No,Si,Orientación para acceder a servicios de salud,No
2022-11-25,Niño no acompañado,Mujer,1966-04-29,51,Croacia,Estado1,Union Libre,Desplazados Internos,No,Si,Preparatoria,Garífona,2020-06-24,Si,Si,No,Si,2021-05-07,Chiapas,México,Si,No,No,No,No,No,Si,No,No,Si,Orientación en búsqueda de empleo,No
2022-01-21,Niño no acompañado,Mujer,2002-03-07,23,Corea del Sur,Estado4,Soltero/Soltera,Desplazados Internos,No,Si,Sin escolarizar,Inglés,2023-02-12,No,Si,No,Si,2017-05-27,Tapachula,México,No,No,No,No,Si,No,Si,Si,No,No,Orientación en la búsqueda de vivienda,Si
2023-05-18,Niño no acompañado,Hombre,1977-05-18,20,Lesoto,Estado1,Union Libre,MPP,Si,Si,Primaria,Español,2015-05-19,No,Si,Si,Si,2021-07-09,Chiapas,Estados Unidos,Si,Si,No,Si,No,No,No,No,Si,No,Orientación en la búsqueda de vivienda,No
2020-01-01,Niña no acompañada,Hombre,1976-02-25,27,Kazajistán,Estado1,Viuda/Viudo,Desplazados Internos,No,Si,Primaria,Frances,2016-01-04,No,Si,No,Si,2021-09-11,Palenque,Estados Unidos,Si,Si,Si,No,Si,No,Si,No,Si,No,Alimento,No
2021-11-11,Niño acompañado,Mujer,1976-03-28,21,Emiratos Árabes Unidos,Estado5,Casado/Casada,MPP,Si,Si,Bachillerato Técnico,Garífona,2020-03-06,No,No,Si,Si,2019-10-17,Palenque,Estados Unidos,No,No,No,No,No,No,Si,Si,No,No,Atención psicosocial,No
2021-09-12,Niño no acompañado,Hombre,1973-02-23,32,Emiratos Árabes Unidos,Estado4,Union Libre,MPP,No,No,Licenciatura,Portuges,2018-10-16,Si,Si,Si,Si,2021-10-20,Palenque,Estados Unidos,Si,No,Si,No,No,No,No,No,Si,No,Orientación en el acceso a la educación,No
2022-05-02,Niño acompañado,Mujer,1968-07-19,21,Kiribati,Estado3,Viuda/Viudo,MPP,No,Si,Bachillerato Técnico,Portuges,2023-06-08,Si,Si,Si,Si,2021-02-20,Chiapas,Regresar a mi país de origen,No,No,No,Si,Si,Si,Si,No,Si,Si,Ropa y calzado,Si
2022-05-17,Niño acompañado,Mujer,1967-05-15,22,Bélgica,Estado3,Separado/Separada,Refugiados,Si,No,Primaria,Portuges,2018-09-07,No,No,Si,Si,2021-12-29,Reynosa,Regresar a mi país de origen,No,No,Si,Si,No,Si,No,No,No,No,Orientación en búsqueda de empleo,No
2021-09-07,Niña acompañada,Hombre,1990-01-26,34,Filipinas,Estado4,Viuda/Viudo,Refugiados,Si,Si,Primaria,Frances,2016-09-23,Si,No,Si,No,2022-01-12,Tabasco,Regresar a mi país de origen,No,Si,No,No,Si,Si,No,Si,No,Si,Orientación en la búsqueda de vivienda,No
2022-04-28,Niña no acompañada,Hombre,1971-10-03,54,Japón,Estado5,Divorciada / Divorciado,Desplazados Internos,Si,No,Preparatoria,Criollo Haitiano,2018-08-04,No,No,No,Si,2022-05-07,Palenque,Estados Unidos,No,No,Si,Si,No,No,No,No,No,Si,Orientación en el acceso a la educación,No
2020-05-31,Niño no acompañado,Hombre,1960-10-08,28,Costa Rica,Estado2,Union Libre,Refugiados,No,Si,Primaria,Frances,2021-01-22,No,Si,Si,No,2019-12-18,Chetumal,Regresar a mi país de origen,Si,Si,Si,Si,No,No,Si,No,Si,No,Orientación legal,No
2021-09-12,Adulto,Mujer,1995-12-16,55,Guinea,Estado1,Viuda/Viudo,Desplazados Internos,No,No,Secundaria,Portuges,2020-01-03,No,Si,No,Si,2016-03-25,Tapachula,Regresar a mi país de origen,Si,No,No,No,Si,No,Si,No,Si,Si,Kit de higiene,No
2020-01-05,Adolescente acompañado,Hombre,1982-03-25,45,Eslovaquia,Estado5,Soltero/Soltera,Refugiados,No,No,Sin escolarizar,Garífona,2022-07-21,No,No,No,No,2019-12-09,Veracruz,México,No,No,Si,No,Si,Si,No,No,Si,Si,Orientación en el acceso a la educación,No
2023-05-30,Adolescente no acompañado,Mujer,1972-10-26,54,Corea del Sur,Estado4,Separado/Separada,Tránsito,Si,Si,Preescolar,Español,2015-09-12,No,No,Si,No,2019-05-26,Palenque,México,Si,Si,No,No,Si,Si,No,No,No,No,Orientación legal,No
2021-05-12,Adulto,Mujer,2009-04-11,17,Camboya,Estado1,Union Libre,Tránsito,No,Si,Primaria,Español,2015-05-10,No,No,No,Si,2018-06-10,Tabasco,Regresar a mi país de origen,Si,No,No,Si,No,Si,Si,No,No,Si,Canalización a servicios pricológicos,No
2020-07-29,Niña no acompañada,Mujer,1987-04-07,38,Barbados,Estado3,Divorciada / Divorciado,Desplazados Internos,Si,Si,Bachillerato Técnico,Frances,2017-04-02,Si,No,No,No,2016-11-15,Chetumal,Regresar a mi país de origen,Si,No,Si,Si,Si,No,No,No,Si,No,Orientación en el acceso a la educación,No
2023-03-20,Adolescente acompañado,Hombre,1979-04-06,41,Ghana,Estado2,Viuda/Viudo,Refugiados,Si,No,Licenciatura,Portuges,2016-06-14,Si,Si,Si,No,2016-01-06,Tapachula,Regresar a mi país de origen,No,No,No,No,Si,Si,Si,No,No,No,Canalización a servicios pricológicos,No
2023-07-17,Niña no acompañada,Hombre,1987-04-30,53,Andorra,Estado3,Separado/Separada,Refugiados,Si,No,Sin escolarizar,Inglés,2019-07-19,No,Si,No,No,2017-10-12,Matamoros,Estados Unidos,Si,No,Si,Si,Si,Si,Si,No,No,Si,Ropa y calzado,No
2021-05-30,Niño acompañado,Mujer,2003-04-11,27,Benín,Estado4,Union Libre,MPP,No,Si,Sin escolarizar,Frances,2023-03-26,Si,Si,Si,Si,2016-02-08,Tenosoique,México,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Agua y alimento,No
2020-11-14,Adolescente acompañado,Hombre,1969-12-12,15,Costa Rica,Estado1,Separado/Separada,Retornados,No,Si,Licenciatura,Portuges,2016-02-14,No,Si,Si,No,2020-03-15,Chetumal,México,Si,No,No,Si,No,Si,Si,No,No,No,Asesoría legal,No
2023-07-19,Niño acompañado,Hombre,1971-04-29,27,Jamaica,Estado4,Divorciada / Divorciado,Desplazados Internos,Si,No,Licenciatura,Criollo Haitiano,2023-07-23,Si,Si,Si,No,2023-10-17,Reynosa,México,No,No,No,No,No,Si,Si,No,Si,Si,Atención psicosocial,No
2022-10-24,Adulto,Hombre,1961-08-31,28,Bahréin,Estado1,Viuda/Viudo,Retornados,No,No,Sin escolarizar,Español,2022-07-21,Si,No,No,Si,2016-12-01,Chetumal,Regresar a mi país de origen,Si,Si,No,No,No,Si,Si,No,No,No,Agua y alimento,Si
2023-08-03,Adulto,Mujer,2008-10-15,31,Ghana,Estado5,Separado/Separada,Retornados,Si,Si,Secundaria,Español,2015-01-25,Si,Si,No,No,2022-04-03,Chetumal,Estados Unidos,Si,No,No,No,No,No,No,No,Si,Si,Alimento,No
2022-01-11,Adolescente acompañado,Mujer,1971-02-06,46,Costa Rica,Estado2,Separado/Separada,Desplazados Internos,Si,No,Bachillerato Técnico,Español,2023-12-14,No,No,No,No,2016-12-06,Reynosa,México,No,Si,No,No,No,Si,No,No,No,Si,Orientación legal,No
2021-08-20,Adolescente acompañado,Hombre,1990-03-03,41,Haití,Estado5,Casado/Casada,Refugiados,No,Si,Secundaria,Inglés,2015-06-17,Si,No,No,No,2021-09-03,Matamoros,México,Si,No,Si,No,No,No,Si,Si,Si,No,Agua y alimento,No
2022-12-22,Niño no acompañado,Mujer,1961-09-18,50,Guinea,Estado5,Separado/Separada,Desplazados Internos,Si,Si,Primaria,Portuges,2023-05-22,No,No,Si,Si,2020-12-10,Chiapas,Estados Unidos,No,No,Si,Si,Si,No,Si,Si,No,Si,Canalización a servicios pricológicos,No
2021-04-26,Niña no acompañada,Hombre,1966-03-12,12,Argentina,Estado4,Casado/Casada,Retornados,Si,Si,Preescolar,Portuges,2015-03-24,No,Si,Si,No,2023-08-17,Tapachula,Regresar a mi país de origen,No,No,No,Si,No,Si,No,Si,No,No,Orientación en el acceso a la educación,No
2023-08-10,Niño no acompañado,Hombre,2001-06-29,37,Italia,Estado2,Viuda/Viudo,Refugiados,No,No,Licenciatura,Portuges,2022-12-05,No,No,No,Si,2015-01-02,Chetumal,Regresar a mi país de origen,No,Si,No,Si,Si,Si,No,Si,No,Si,Asesoría legal,No
2020-06-30,Niña no acompañada,Hombre,1991-04-22,19,Bangladés,Estado1,Union Libre,Tránsito,Si,No,Bachillerato Técnico,Portuges,2018-02-27,Si,Si,Si,No,2019-05-23,Chetumal,México,No,Si,No,Si,Si,No,No,No,No,No,Acceso a higiene (Regadera),No
2020-06-27,Niño no acompañado,Hombre,1985-09-10,44,Georgia,Estado1,Union Libre,Desplazados Internos,Si,No,Licenciatura,Inglés,2020-12-15,Si,No,No,No,2015-01-11,Reynosa,México,No,No,Si,Si,Si,No,No,No,No,No,Acceso a higiene (Regadera),No
2022-02-07,Niño acompañado,Mujer,1989-12-15,38,Estonia,Estado3,Viuda/Viudo,Desplazados Internos,Si,No,Secundaria,Garífona,2023-11-04,Si,Si,Si,No,2019-04-13,Tabasco,Estados Unidos,No,Si,Si,Si,Si,No,No,No,Si,Si,Atención psicosocial,No
2020-10-10,Adolescente acompañado,Mujer,1963-10-02,24,Armenia,Estado1,Viuda/Viudo,Refugiados,Si,Si,Preparatoria,Frances,2018-06-12,No,No,Si,No,2020-09-23,Chetumal,México,Si,No,Si,No,No,No,No,Si,Si,Si,Orientación a servicios prisológicos,No
2020-08-18,Adulto,Mujer,1973-11-21,42,Dinamarca,Estado4,Soltero/Soltera,Tránsito,Si,No,Primaria,Frances,2020-08-07,No,Si,Si,Si,2017-07-04,Chetumal,Estados Unidos,No,Si,No,No,No,No,No,Si,Si,No,Atención psicosocial,No
2021-04-16,Niña no acompañada,Hombre,1961-03-16,16,Alemania,Estado5,Viuda/Viudo,Tránsito,Si,Si,Preescolar,Portuges,2018-12-12,Si,No,Si,No,2016-01-18,Reynosa,México,Si,No,No,Si,No,Si,No,Si,No,No,Orientación en el acceso a la educación,No
2023-11-19,Niña no acompañada,Hombre,1977-08-24,21,Guinea Ecuatorial,Estado5,Separado/Separada,Refugiados,Si,Si,Primaria,Criollo Haitiano,2021-05-23,No,No,Si,Si,2023-09-26,Tabasco,México,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Orientación para acceder a servicios de salud,No
2020-11-14,Adulto,Hombre,1997-08-10,58,Kazajistán,Estado5,Union Libre,MPP,No,Si,Preparatoria,Español,2019-07-24,Si,No,No,No,2016-09-12,Reynosa,México,No,No,No,Si,No,Si,No,No,No,No,Orientación en búsqueda de empleo,Si
2021-05-02,Niño no acompañado,Mujer,1999-09-03,39,Ghana,Estado2,Divorciada / Divorciado,Desplazados Internos,No,No,Preescolar,Inglés,2021-05-30,Si,No,No,Si,2019-07-22,Chetumal,Regresar a mi país de origen,Si,Si,No,Si,No,No,Si,No,No,No,Agua y alimento,No
2020-04-18,Niña no acompañada,Hombre,1981-09-25,30,India,Estado1,Union Libre,Desplazados Internos,Si,Si,Preparatoria,Criollo Haitiano,2022-10-02,Si,Si,Si,No,2015-06-24,Palenque,Estados Unidos,Si,Si,Si,No,No,Si,No,Si,Si,Si,Orientación legal,Si
2023-08-27,Adolescente no acompañado,Mujer,1961-07-04,40,Dominica,Estado4,Casado/Casada,Retornados,Si,Si,Primaria,Criollo Haitiano,2018-01-28,Si,Si,No,No,2022-11-15,Tapachula,Estados Unidos,Si,Si,Si,No,No,No,No,No,Si,Si,Orientación en la búsqueda de vivienda,No
2022-07-03,Niño acompañado,Mujer,1978-06-28,33,Belice,Estado2,Union Libre,Refugiados,No,No,Secundaria,Portuges,2021-10-08,No,Si,Si,Si,2022-09-03,Tabasco,Regresar a mi país de origen,No,Si,No,Si,No,Si,No,Si,No,No,Asesoría legal,No
2020-08-03,Adolescente acompañado,Mujer,2004-09-22,29,Colombia,Estado3,Soltero/Soltera,Retornados,No,Si,Sin escolarizar,Inglés,2023-11-26,Si,No,Si,Si,2018-06-04,Palenque,Regresar a mi país de origen,Si,No,Si,No,No,Si,No,Si,No,Si,Acceso a higiene (Regadera),No
2023-01-01,Adulto,Mujer,1966-01-04,46,Canadá,Estado4,Viuda/Viudo,Retornados,No,No,Primaria,Frances,2022-05-28,Si,No,Si,Si,2019-10-05,Reynosa,Regresar a mi país de origen,Si,No,No,Si,Si,No,No,Si,Si,Si,Orientación a servicios prisológicos,No
2023-09-23,Adolescente acompañado,Mujer,1978-01-17,13,Costa de Marfil,Estado4,Viuda/Viudo,Tránsito,No,No,Primaria,Español,2019-04-17,Si,No,Si,Si,2021-08-30,Chetumal,Estados Unidos,No,Si,Si,Si,Si,No,Si,Si,Si,No,Orientación en la búsqueda de vivienda,Si
2022-06-28,Adolescente no acompañado,Mujer,1981-12-17,37,Brasil,Estado4,Union Libre,Desplazados Internos,No,No,Primaria,Frances,2020-02-12,Si,No,No,No,2019-06-30,Reynosa,México,Si,No,Si,Si,No,Si,No,No,No,Si,Agua y alimento,No
2020-08-07,Niña no acompañada,Hombre,1979-04-28,53,Georgia,Estado5,Divorciada / Divorciado,Retornados,Si,Si,Bachillerato Técnico,Criollo Haitiano,2023-01-31,Si,No,Si,Si,2019-06-20,Chiapas,Regresar a mi país de origen,Si,Si,No,Si,Si,Si,Si,No,No,Si,Canalización a servicios pricológicos,No
2023-10-06,Niña no acompañada,Hombre,2003-06-26,29,Jordania,Estado4,Divorciada / Divorciado,Tránsito,No,No,Preparatoria,Español,2023-03-24,Si,No,No,Si,2022-10-21,Chiapas,Regresar a mi país de origen,Si,No,No,Si,Si,Si,Si,Si,Si,No,Orientación legal,No
2020-08-10,Adolescente no acompañado,Mujer,1976-04-25,33,Finlandia,Estado1,Soltero/Soltera,Refugiados,No,No,Preparatoria,Garífona,2018-07-22,Si,Si,Si,Si,2022-02-16,Chetumal,Regresar a mi país de origen,No,Si,Si,No,No,No,No,Si,No,Si,Alimento,No
2022-03-23,Adulto,Mujer,1969-06-20,59,Chad,Estado4,Casado/Casada,Retornados,No,No,Licenciatura,Criollo Haitiano,2015-07-08,No,Si,Si,No,2020-09-15,Chetumal,México,Si,No,No,Si,Si,No,Si,No,No,No,Agua y alimento,No
2021-07-27,Niño acompañado,Hombre,1974-09-30,58,Irán,Estado5,Union Libre,Desplazados Internos,Si,No,Preparatoria,Frances,2016-12-18,No,Si,No,No,2023-06-08,Palenque,México,Si,No,Si,No,No,No,No,No,Si,Si,Orientación en el acceso a la educación,Si
2023-05-28,Niña acompañada,Mujer,2003-09-15,41,Cuba,Estado4,Viuda/Viudo,Retornados,Si,Si,Licenciatura,Frances,2023-09-15,No,Si,Si,No,2017-12-05,Veracruz,Regresar a mi país de origen,No,Si,No,Si,Si,No,No,Si,Si,Si,Agua y alimento,No
2020-08-24,Adulto,Mujer,1960-10-09,50,Bielorrusia,Estado3,Union Libre,Refugiados,Si,No,Bachillerato Técnico,Portuges,2015-04-15,No,Si,Si,No,2015-02-06,Chetumal,México,No,Si,Si,No,No,Si,No,Si,No,No,Alimento,No
2020-10-23,Niña acompañada,Hombre,1982-03-24,45,Guyana,Estado3,Soltero/Soltera,Retornados,Si,Si,Secundaria,Frances,2020-10-23,Si,Si,No,Si,2022-07-01,Tabasco,Regresar a mi país de origen,No,Si,Si,Si,Si,No,Si,Si,No,Si,Orientación legal,No
2020-12-25,Adolescente no acompañado,Mujer,1960-01-09,43,Finlandia,Estado5,Separado/Separada,Desplazados Internos,Si,No,Licenciatura,Inglés,2023-01-27,No,Si,No,No,2015-01-22,Tabasco,México,Si,Si,Si,No,Si,No,No,Si,Si,Si,Orientación legal,No
2022-07-26,Niño no acompañado,Mujer,1962-08-08,45,Angola,Estado1,Separado/Separada,Tránsito,Si,Si,Primaria,Criollo Haitiano,2021-03-13,No,Si,No,Si,2019-09-20,Reynosa,Estados Unidos,No,Si,No,Si,Si,No,Si,Si,No,Si,Alimento,No
2021-03-19,Niña acompañada,Mujer,1965-01-20,11,Lesoto,Estado1,Soltero/Soltera,Desplazados Internos,No,No,Secundaria,Español,2018-06-05,No,No,Si,No,2018-01-13,Palenque,Estados Unidos,No,No,Si,Si,Si,No,No,No,Si,Si,Orientación legal,Si
2021-06-15,Niño acompañado,Hombre,1995-07-02,24,Ghana,Estado2,Viuda/Viudo,Tránsito,Si,Si,Sin escolarizar,Frances,2018-10-11,Si,No,Si,Si,2018-09-17,Matamoros,México,No,Si,Si,No,No,No,No,No,No,Si,Canalización a servicios pricológicos,Si
2022-05-16,Niño no acompañado,Hombre,2007-06-01,43,Italia,Estado5,Soltero/Soltera,MPP,Si,No,Bachillerato Técnico,Portuges,2019-10-19,No,No,No,Si,2022-02-17,Tenosoique,Estados Unidos,Si,No,Si,No,Si,Si,Si,Si,Si,Si,Agua y alimento,No
2021-06-19,Niña acompañada,Hombre,1995-10-22,45,Andorra,Estado4,Viuda/Viudo,Desplazados Internos,No,Si,Preparatoria,Portuges,2021-05-15,No,No,No,Si,2018-10-10,Reynosa,Estados Unidos,No,Si,Si,No,No,No,Si,Si,No,No,Canalización a servicios pricológicos,Si
2022-08-31,Adolescente no acompañado,Mujer,1982-09-09,15,China,Estado5,Divorciada / Divorciado,Desplazados Internos,Si,Si,Licenciatura,Frances,2016-06-16,Si,No,Si,Si,2016-07-19,Chetumal,Estados Unidos,No,No,No,No,No,Si,Si,Si,No,Si,Orientación en la búsqueda de vivienda,No
2020-09-06,Niño no acompañado,Mujer,1969-11-05,48,Canadá,Estado2,Soltero/Soltera,Refugiados,No,Si,Primaria,Inglés,2021-03-24,No,No,Si,Si,2022-10-02,Reynosa,Regresar a mi país de origen,No,No,No,No,Si,No,Si,Si,No,Si,Alimento,No
2020-03-19,Adolescente no acompañado,Hombre,1966-09-03,51,Afganistán,Estado5,Viuda/Viudo,Retornados,No,No,Preescolar,Portuges,2020-07-22,Si,No,No,No,2022-09-17,Matamoros,México,No,Si,Si,No,Si,No,Si,No,Si,No,Kit de higiene,No
2022-03-15,Niña acompañada,Mujer,1995-09-29,21,Bosnia y Herzegovina,Estado5,Soltero/Soltera,Tránsito,Si,Si,Sin escolarizar,Español,2020-02-11,No,Si,No,Si,2020-12-22,Tenosoique,México,No,Si,Si,Si,No,No,Si,No,Si,No,Agua y alimento,No
2021-10-24,Adolescente no acompañado,Mujer,2007-06-24,12,Eslovaquia,Estado2,Soltero/Soltera,Tránsito,No,Si,Preescolar,Criollo Haitiano,2021-01-06,Si,Si,No,Si,2019-07-28,Matamoros,México,Si,No,No,Si,Si,No,No,Si,Si,No,Canalización a servicios pricológicos,No
